path	bucket	owner_phase	disposition
.nimi/spec/runtime/kernel/account-session-contract.md	active_materialization_truth	N1/A1	BLOCKED_frozen_protected_delta_contains_active_legacy_broker_authority
.nimi/spec/runtime/kernel/runtime-agent-context-composition-contract.md	active_materialization_truth	N1/A1	BLOCKED_outside_authorized_runtime_spec_write_domain_contains_active_realm_persona_truth
.nimi/spec/runtime/kernel/runtime-local-agent-materialization-contract.md	active_materialization_truth	N1	hardcut_authority_to_runtime_owned_packet_v3_acquisition_snapshot_v2_and_reset
.nimi/spec/runtime/kernel/tables/account-rpc-permission-matrix.yaml	active_materialization_truth	N1/A1	BLOCKED_frozen_protected_delta_contains_active_legacy_broker_authority
.nimi/spec/runtime/kernel/tables/realm-broker-operations.yaml	active_materialization_truth	N1/N2	remove_packet_row_and_switch_to_current_small_reads
.nimi/spec/zhiyu/kernel/partner-selection-handoff-contract.md	active_materialization_truth	N1/A1	BLOCKED_read_only_spec_domain_contains_active_legacy_materialization_vocabulary
apps/desktop/e2e/fixtures/profiles/_authenticated-base.json	fixture_or_test	N5/N6	replace_positive_v2_fixture_with_v3_keep_legacy_only_as_explicit_negative
apps/desktop/e2e/fixtures/real-realm-product-session.mjs	fixture_or_test	N5/N6	replace_positive_v2_fixture_with_v3_keep_legacy_only_as_explicit_negative
apps/desktop/e2e/fixtures/realm-fixture-server.mjs	fixture_or_test	N5/N6	replace_positive_v2_fixture_with_v3_keep_legacy_only_as_explicit_negative
apps/desktop/e2e/fixtures/source-materialization-packet-v2.mjs	fixture_or_test	N5/N6	replace_positive_v2_fixture_with_v3_keep_legacy_only_as_explicit_negative
apps/desktop/scripts/explore-materialization-acceptance/acceptance-fixture.mjs	fixture_or_test	N5/N6	rewrite_acceptance_to_high_level_intent_and_v3_identity
apps/desktop/scripts/explore-materialization-acceptance/acceptance-product-journey.mjs	fixture_or_test	N5/N6	rewrite_acceptance_to_high_level_intent_and_v3_identity
apps/desktop/src/shell/renderer/features/agents/local-agent-list-model.ts	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/chat/chat-group-participant-panel.tsx	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/features/chat/chat-relationship-hover-card.tsx	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/features/chat/data/realm-group-chat-data.ts	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/features/explore/data/realm-explore-data.ts	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/explore/explore-cards.tsx	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/explore/explore-panel.tsx	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/explore/explore-persona-source-card.tsx	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/explore/explore-persona-source-projection.ts	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/explore/explore-view.tsx	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/explore/realm-persona-source-materialization.ts	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/home/post-card-projections.ts	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/features/profile/profile-model.ts	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/features/profile/profile-panel.tsx	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/features/realm-source/realm-source-identity.ts	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/relationship/profile-detail-modal.tsx	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/relationship/relationship-model.ts	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/features/relationship/source-contact-launch-target.ts	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/source-detail/data/realm-source-detail-data.ts	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/source-detail/source-detail-model.ts	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/source-detail/source-detail-panel.tsx	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/source-detail/source-detail-queries.ts	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/source-detail/source-detail-view-primitives.tsx	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/source-detail/source-detail-view.tsx	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/source-detail/source-detail-world-character-labels.ts	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/source-detail/source-detail-world-character-view.tsx	active_materialization_truth	N5	remove_renderer_packet_acquisition_and_hardcut_to_source_ref_v3_intent
apps/desktop/src/shell/renderer/features/world/data/world-public-projection.ts	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/features/world/world-detail-primary-projection.ts	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/features/world/world-detail-template-model.ts	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/features/world/world-detail-types.ts	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/features/world/world-detail.tsx	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/features/world/world-list-model.ts	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/locales/en/11-Explore.json	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/locales/en/14-Home.json	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/locales/zh/11-Explore.json	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/src/shell/renderer/locales/zh/14-Home.json	active_non_materialization_realm_consumer	N5	hardcut_product_vocabulary_and_identity_to_persona_character_source_hash
apps/desktop/test/agent-guide-first-message-floor.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/agent-identity-inference-contract.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/agents-panel-render.test.tsx	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/cbdb-agent-chat-localagent-link.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/chat-human-target-contract.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/chat-unified-shell-a0.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/contact-agent-local-launch-alignment.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/contacts-private-profile-fallback.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/data-sync-chat-flow.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/data-sync-world-flow-contract.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/desktop-domain-module-map-evidence.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/explore-world-fold.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/local-agent-courier-hardcut.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/local-agent-list-model.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/profile-source-ref-contract.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/source-detail-world-character-media-contract.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/source-detail-world-character-test-utils.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/source-materialization-local-agent-list-cache.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/world-detail-fixture-contract.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/world-detail-performance-contract.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/world-detail-relationship-model.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/world-detail-source-sections-contract.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/world-public-assets-contract.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
apps/desktop/test/world-public-product-contract.test.ts	fixture_or_test	N5/N6	update_desktop_assertions_to_persona_character_v3_and_no_renderer_packet
config/desktop-ecosystem-boundary-domain-closure/realm-social-feed-explore-data.yaml	legal_non_target_text	N8	retain_as_explicit_migrated_evidence_not_active_truth
config/desktop-ecosystem-boundary-domain-closure/realm-source-profile-data.yaml	legal_non_target_text	N8	retain_as_explicit_migrated_evidence_not_active_truth
config/local-agent-product-acceptance-points.yaml	fixture_or_test	N4/N6	rewrite_non_authoritative_execution_manifest_to_v3_epoch_snapshot_and_lanes
config/local-agent-product-conversation-scenarios.yaml	fixture_or_test	N4/N6	rewrite_non_authoritative_execution_manifest_to_v3_epoch_snapshot_and_lanes
config/local-agent-product-journeys.yaml	fixture_or_test	N4/N6	rewrite_non_authoritative_execution_manifest_to_v3_epoch_snapshot_and_lanes
config/realm-contract-lock.yaml	active_materialization_truth	N0/N2	bind_current_realm_commit_tree_openapi_fragment_packet_v3_and_vectors
config/realm-openapi/api-nimi.yaml	generated_projection	N2	regenerate_from_admitted_current_realm_openapi
kit/features/agent-center/src/components/AgentCenter.tsx	active_materialization_truth	N5	project_only_bounded_snapshot_v2_source_hash_coverage_and_lane_summary
kit/features/agent-center/src/source-context-projection.ts	active_materialization_truth	N5	project_only_bounded_snapshot_v2_source_hash_coverage_and_lane_summary
kit/features/agent-center/src/types.ts	active_materialization_truth	N5	project_only_bounded_snapshot_v2_source_hash_coverage_and_lane_summary
kit/features/agent-center/test/agent-center-source-context-projection.test.ts	fixture_or_test	N5	update_bounded_snapshot_v2_source_hash_projection_tests
kit/features/agent-center/test/agent-center-state.test.ts	fixture_or_test	N5	update_bounded_snapshot_v2_source_hash_projection_tests
kit/features/agent-center/test/agent-center-ui.test.tsx	fixture_or_test	N5	update_bounded_snapshot_v2_source_hash_projection_tests
proto/runtime/v1/agent_source_materialization.proto	active_materialization_truth	N3	replace_public_low_level_upload_wire_with_high_level_materialize_realm_source
runtime/internal/services/account/realm_broker_policy_generated.go	generated_projection	N2	regenerate_current_small_read_operation_projection_packet_row_zero
runtime/internal/services/account/realm_unary_test.go	fixture_or_test	N2	assert_current_small_reads_and_packet_operation_denied
runtime/internal/services/runtimeagent/agent_turn_context_budget_test.go	fixture_or_test	N4	replace_v2_source_paths_with_snapshot_v2_five_lane_assertions
runtime/internal/services/runtimeagent/agent_turn_context_compiler_test.go	fixture_or_test	N4	replace_v2_source_paths_with_snapshot_v2_five_lane_assertions
runtime/internal/services/runtimeagent/agent_turn_context_projection_test.go	fixture_or_test	N4	replace_v2_source_paths_with_snapshot_v2_five_lane_assertions
runtime/internal/services/runtimeagent/agent_turn_context_source_compiler.go	active_materialization_truth	N4	hardcut_to_snapshot_v2_v3_provenance_and_five_source_lanes
runtime/internal/services/runtimeagent/source_materialization_commit_lifecycle_test.go	fixture_or_test	N3/N4	replace_v2_positive_cases_with_v3_transaction_negatives_and_cleanup_proof
runtime/internal/services/runtimeagent/source_materialization_product_atomic_test.go	fixture_or_test	N3/N4	replace_v2_positive_cases_with_v3_transaction_negatives_and_cleanup_proof
runtime/internal/services/runtimeagent/source_materialization_test_helpers_test.go	fixture_or_test	N3/N4	replace_v2_positive_cases_with_v3_transaction_negatives_and_cleanup_proof
runtime/internal/services/runtimeagent/source_materialization_transport_test.go	fixture_or_test	N3/N4	replace_v2_positive_cases_with_v3_transaction_negatives_and_cleanup_proof
runtime/internal/services/runtimeagent/source_materialization_transport_validation.go	active_materialization_truth	N3	replace_v2_codec_transport_and_closure_logic_with_strict_packet_v3_transaction
runtime/internal/services/runtimeagent/source_materialization_v2_codec.go	active_materialization_truth	N3	replace_v2_codec_transport_and_closure_logic_with_strict_packet_v3_transaction
runtime/internal/services/runtimeagent/source_materialization_v2_codec_test.go	fixture_or_test	N3/N4	replace_v2_positive_cases_with_v3_transaction_negatives_and_cleanup_proof
runtime/internal/services/runtimeagent/source_materialization_v2_core_validate.go	active_materialization_truth	N3	replace_v2_codec_transport_and_closure_logic_with_strict_packet_v3_transaction
runtime/internal/services/runtimeagent/source_materialization_v2_coverage.go	active_materialization_truth	N3	replace_v2_codec_transport_and_closure_logic_with_strict_packet_v3_transaction
runtime/internal/services/runtimeagent/source_materialization_v2_json.go	active_materialization_truth	N3	replace_v2_codec_transport_and_closure_logic_with_strict_packet_v3_transaction
runtime/internal/services/runtimeagent/source_materialization_v2_normalize.go	active_materialization_truth	N3	replace_v2_codec_transport_and_closure_logic_with_strict_packet_v3_transaction
runtime/internal/services/runtimeagent/source_materialization_v2_normalize_test.go	fixture_or_test	N3/N4	replace_v2_positive_cases_with_v3_transaction_negatives_and_cleanup_proof
runtime/internal/services/runtimeagent/source_materialization_v2_record_validate.go	active_materialization_truth	N3	replace_v2_codec_transport_and_closure_logic_with_strict_packet_v3_transaction
runtime/internal/services/runtimeagent/source_materialization_v2_snapshot_validate.go	active_materialization_truth	N4	hardcut_to_snapshot_v2_v3_provenance_and_five_source_lanes
runtime/internal/services/runtimeagent/source_materialization_v2_types.go	active_materialization_truth	N3	replace_v2_codec_transport_and_closure_logic_with_strict_packet_v3_transaction
runtime/internal/services/runtimeagent/source_snapshot.go	active_materialization_truth	N4	hardcut_to_snapshot_v2_v3_provenance_and_five_source_lanes
runtime/internal/services/runtimeagent/source_snapshot_test.go	fixture_or_test	N4	replace_v2_source_paths_with_snapshot_v2_five_lane_assertions
scripts/check-local-agent-contract-propagation-hardcut.mjs	active_materialization_truth	N0/N8	update_inventory_gate_to_v3_and_explicit_legacy_negative_allowlist
scripts/check-shared-auth-broker.mjs	active_materialization_truth	N2	narrow_exception_update_operation_inventory_only_preserve_protected_assertions
scripts/generate-realm-contract-lock.mjs	active_materialization_truth	N0/N2	generate_current_admitted_realm_v3_lock_deterministically
scripts/lib/check-desktop-spec-kernel-consistency-shared.mjs	active_materialization_truth	N1/N5	align_desktop_spec_consistency_to_persona_character_v3_action_model
scripts/lib/platform-spec-local-agent-conversation-report-checks.mjs	active_materialization_truth	N4/N6	align_report_checks_to_snapshot_v2_and_persona_character
sdks/conformance/behavior/python.py	fixture_or_test	N2	update_four_language_current_openapi_v3_conformance
sdks/conformance/behavior/rust.rs	fixture_or_test	N2	update_four_language_current_openapi_v3_conformance
sdks/conformance/behavior/typescript.ts	fixture_or_test	N2	update_four_language_current_openapi_v3_conformance
sdks/go/coregenerated/behavior_test.go	fixture_or_test	N2	update_four_language_current_openapi_v3_conformance
sdks/go/coregenerated/realm-core.manifest.json	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/go/coregenerated/realm_client.go	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/go/coregenerated/runtime-core.manifest.json	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/go/coregenerated/typed_clients.go	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/python/core_generated/realm-core.manifest.json	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/python/core_generated/realm_client.py	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/python/core_generated/realm_typed_client.py	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/python/core_generated/runtime-core.manifest.json	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/python/core_generated/runtime_typed_client.py	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/rust/core_generated/realm-core.manifest.json	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/rust/core_generated/realm_client.rs	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/rust/core_generated/runtime-core.manifest.json	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/rust/core_generated/typed_clients.rs	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/typescript/core-generated/realm-client.ts	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/typescript/core-generated/realm-core.manifest.json	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/typescript/core-generated/realm-typed-client.ts	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/typescript/core-generated/runtime-core.manifest.json	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/typescript/core-generated/runtime-protobuf/runtime/v1/agent_source_materialization.ts	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/typescript/core-generated/runtime-typed-client.ts	generated_projection	N2/N3	regenerate_only_from_current_openapi_or_runtime_proto_never_hand_edit
sdks/typescript/core/app/runtime-account-realm-source-readiness.generated.ts	generated_projection	N2	regenerate_current_small_read_operation_projection_packet_row_zero
sdks/typescript/core/app/runtime-account-realm.test.ts	fixture_or_test	N2	update_broker_operation_inventory_and_packet_denial
sdks/typescript/features/workflow/index.ts	active_non_materialization_realm_consumer	N2	replace_removed_realm_persona_operations_with_current_persona_character_reads
sdks/typescript/realm/group-chat.test.ts	fixture_or_test	N2/N5	update_current_persona_character_and_v3_source_identity_tests
sdks/typescript/realm/index.ts	active_materialization_truth	N2	remove_packet_and_realm_persona_operations_export_current_persona_character_operations
sdks/typescript/realm/social-validation.ts	active_materialization_truth	N2/N5	hardcut_source_ref_validation_and_facade_to_character_source_ref_v3
sdks/typescript/realm/social.test.ts	fixture_or_test	N2/N5	update_current_persona_character_and_v3_source_identity_tests
sdks/typescript/realm/social.ts	active_materialization_truth	N2/N5	hardcut_source_ref_validation_and_facade_to_character_source_ref_v3
sdks/typescript/runtime/runtime-agent-client.test.ts	fixture_or_test	N5	replace_low_level_upload_client_tests_with_single_high_level_intent
sdks/typescript/runtime/runtime-agent-consume-client.test.ts	fixture_or_test	N5	replace_low_level_upload_client_tests_with_single_high_level_intent
sdks/typescript/runtime/runtime-agent-context-projections.ts	active_materialization_truth	N5	replace_upload_orchestration_with_single_materialize_realm_source_facade
sdks/typescript/runtime/runtime-agent-helpers.test-helper.ts	fixture_or_test	N5	replace_low_level_upload_client_tests_with_single_high_level_intent
sdks/typescript/runtime/runtime-agent-lifecycle-helpers.test.ts	fixture_or_test	N5	replace_low_level_upload_client_tests_with_single_high_level_intent
sdks/typescript/runtime/runtime-agent-lifecycle-list.test.ts	fixture_or_test	N5	replace_low_level_upload_client_tests_with_single_high_level_intent
sdks/typescript/runtime/runtime-agent-lifecycle.ts	active_materialization_truth	N5	replace_upload_orchestration_with_single_materialize_realm_source_facade
sdks/typescript/runtime/runtime-agent-materialization.test.ts	fixture_or_test	N5	replace_low_level_upload_client_tests_with_single_high_level_intent
sdks/typescript/runtime/runtime-agent-materialization.ts	active_materialization_truth	N5	replace_upload_orchestration_with_single_materialize_realm_source_facade
sdks/typescript/runtime/wire-types/agent-participation-types.ts	active_materialization_truth	N3/N5	remove_low_level_upload_wire_exports_and_project_high_level_intent
tests/local-agent-product/contract/plan.mjs	fixture_or_test	N6/N8	update_product_acceptance_and_report_harness_to_v3_denominator_and_legacy_negatives
tests/local-agent-product/conversation-report/checker.mjs	fixture_or_test	N6/N8	update_product_acceptance_and_report_harness_to_v3_denominator_and_legacy_negatives
tests/local-agent-product/conversation-report/registry.mjs	fixture_or_test	N6/N8	update_product_acceptance_and_report_harness_to_v3_denominator_and_legacy_negatives
tests/local-agent-product/conversation-report/registry.test.mjs	fixture_or_test	N6/N8	update_product_acceptance_and_report_harness_to_v3_denominator_and_legacy_negatives
tests/local-agent-product/conversation-report/report-generator.mjs	fixture_or_test	N6/N8	update_product_acceptance_and_report_harness_to_v3_denominator_and_legacy_negatives
tests/local-agent-product/conversation-report/report-generator.test.mjs	fixture_or_test	N6/N8	update_product_acceptance_and_report_harness_to_v3_denominator_and_legacy_negatives
tests/local-agent-product/conversation-report/test-support.mjs	fixture_or_test	N6/N8	update_product_acceptance_and_report_harness_to_v3_denominator_and_legacy_negatives
tests/local-agent-product/harness/validation.mjs	fixture_or_test	N6/N8	update_product_acceptance_and_report_harness_to_v3_denominator_and_legacy_negatives
tests/local-agent-product/schemas/conversation-report.schema.json	fixture_or_test	N6/N8	update_product_acceptance_and_report_harness_to_v3_denominator_and_legacy_negatives
